total_return_pct,cagr_pct,sharpe_ratio,max_drawdown_pct,calmar_ratio,n_trades,win_rate_pct,profit_factor,avg_win_usd,avg_loss_usd,sl_hits,tp_hits,total_costs_usd,asset,capital_share
-45.26983327712302,-22.82811743153774,-1.3312694369461564,-48.50328579295221,-0.4706509478344411,347.0,35.158501440922194,0.9984311300161022,56.854248082024796,-30.876077288687732,225.0,122.0,3601.519538712362,BTC,0.4
-73.75972286766094,-43.73940439535943,-3.058180999714014,-74.38076616562428,-0.5880472419168757,423.0,22.69503546099291,0.6955111069944239,46.12944388825937,-19.471420219208905,327.0,96.0,1286.0095120837589,ETH,0.35
-53.32997511540889,-27.936783658139174,-1.632624107089552,-57.12735271464212,-0.4890264003250196,432.0,25.462962962962965,0.7859333532356216,33.451295060255774,-14.539987390003354,322.0,110.0,662.5656339346876,SOL,0.25
-57.25633009338276,-30.608653991764434,-3.200149203923333,-59.020862686379935,-0.5186073635421107,,,,,,,,,PORTFOLIO,1.0
